year,week,states,suspected,confirmed,probable,hcw,deaths
25,21,Abia,2.0,,,,
25,21,Bauchi,8.0,2.0,,,
25,21,Cross River,1.0,,,,
25,21,Delta,1.0,,,,
25,21,Ebonyi,3.0,,,,
25,21,Edo,58.0,,,,
25,21,Enugu,1.0,,,,
25,21,FCT,1.0,,,,
25,21,Kogi,1.0,,,,
25,21,Nasarawa,1.0,,,,
25,21,Ondo,47.0,4.0,,,
25,21,Total,124.0,6.0,,,
25,20,Bauchi,12.0,3.0,,,1.0
25,20,Benue,3.0,,,,
25,20,Ebonyi,2.0,,,,
25,20,Edo,60.0,6.0,,,
25,20,Ekiti,3.0,,,,
25,20,Kogi,2.0,,,,
25,20,Lagos,1.0,,,,
25,20,Ondo,67.0,4.0,,,
25,20,Plateau,1.0,,,,
25,20,Rivers,4.0,,,,
25,20,Total,155.0,13.0,,,1.0
25,19,Abia,2.0,,,,
25,19,Anambra,1.0,,,,
25,19,Benue,2.0,1.0,,,
25,19,Edo,38.0,1.0,,,1.0
25,19,Ekiti,3.0,,,,
25,19,Enugu,1.0,,,,
25,19,Ondo,35.0,1.0,,,1.0
25,19,Total,82.0,3.0,,,2.0
25,18,Bauchi,15.0,1.0,,,1.0
25,18,Benue,6.0,1.0,,,1.0
25,18,Ebonyi,21.0,,,,
25,18,Edo,51.0,4.0,,,1.0
25,18,Kaduna,1.0,,,,
25,18,Kano,1.0,,,,
25,18,Katsina,1.0,,,,
25,18,Ondo,103.0,4.0,,,
25,18,Plateau,9.0,,,,
25,18,Rivers,1.0,,,,
25,18,Total,209.0,10.0,,,3.0
25,17,Anambra,2.0,,,,
25,17,Bauchi,25.0,3.0,,,1.0
25,17,Borno,1.0,,,,
25,17,Delta,1.0,,,,
25,17,Ebonyi,15.0,,,,
25,17,Edo,47.0,2.0,,1.0,1.0
25,17,Enugu,1.0,,,,
25,17,Kaduna,1.0,,,,
25,17,Kogi,1.0,,,,
25,17,Nasarawa,2.0,,,,
25,17,Ondo,49.0,4.0,,,
25,17,Rivers,1.0,,,,
25,17,Taraba,14.0,2.0,,,1.0
25,17,Total,160.0,11.0,,1.0,3.0
25,16,Bauchi,16.0,2.0,,,2.0
25,16,Ebonyi,48.0,,,,
25,16,Edo,53.0,,,,
25,16,Gombe,5.0,,,,
25,16,Imo,1.0,,,,
25,16,Nasarawa,1.0,,,,
25,16,Ogun,1.0,,,,
25,16,Ondo,114.0,2.0,,,1.0
25,16,Plateau,1.0,,,,
25,16,Taraba,18.0,6.0,,,2.0
25,16,Total,258.0,10.0,,,3.0
25,15,Adamawa,1.0,,,,
25,15,Anambra,1.0,,,,
25,15,Bauchi,30.0,3.0,,,
25,15,Benue,1.0,,,,
25,15,Delta,1.0,,,,
25,15,Ebonyi,28.0,,,,
25,15,Edo,45.0,1.0,,,
25,15,Ekiti,3.0,,,,
25,15,Gombe,1.0,1.0,,,
25,15,Kogi,1.0,,,,
25,15,Lagos,1.0,,,,
25,15,Nasarawa,2.0,,,,
25,15,Ondo,104.0,5.0,,,1.0
25,15,Plateau,1.0,,,,
25,15,Taraba,10.0,2.0,,1.0,
25,15,Total,231.0,12.0,,1.0,1.0
25,15,Yobe,1.0,,,,
25,14,Adamawa,1.0,,,,
25,14,Bauchi,39.0,5.0,,,
25,14,Benue,1.0,,,,
25,14,Cross River,1.0,,,,
25,14,Ebonyi,16.0,1.0,,,2.0
25,14,Edo,55.0,2.0,,,1.0
25,14,Ekiti,1.0,,,,
25,14,Enugu,1.0,,,,
25,14,FCT,1.0,,,,
25,14,Gombe,5.0,1.0,,,1.0
25,14,Nasarawa,6.0,,,,
25,14,Ogun,1.0,,,,
25,14,Ondo,102.0,5.0,,,1.0
25,14,Plateau,4.0,,,,
25,14,Rivers,1.0,,,,
25,14,Taraba,11.0,1.0,,,
25,14,Total,246.0,15.0,,,5.0
25,13,Abia,1.0,,,,
25,13,Akwa Ibom,1.0,,,,
25,13,Anambra,2.0,,,,
25,13,Bauchi,31.0,5.0,,,
25,13,Benue,21.0,,,,
25,13,Delta,3.0,,,,
25,13,Ebonyi,5.0,1.0,,,
25,13,Edo,66.0,,,,
25,13,Ekiti,4.0,,,,
25,13,Enugu,2.0,,,,
25,13,Gombe,3.0,,,,
25,13,Kaduna,1.0,,,,
25,13,Kano,1.0,,,,
25,13,Kogi,1.0,,,,
25,13,Nasarawa,3.0,1.0,,,1.0
25,13,Ogun,4.0,,,,
25,13,Ondo,145.0,5.0,,,2.0
25,13,Osun,1.0,,,,
25,13,Plateau,2.0,,,,
25,13,Rivers,5.0,,,,
25,13,Taraba,13.0,2.0,,,
25,13,Total,315.0,14.0,,,3.0
25,12,Anambra,1.0,,,,
25,12,Bauchi,41.0,14.0,,,
25,12,Benue,13.0,4.0,,1.0,1.0
25,12,Borno,1.0,1.0,,,
25,12,Ebonyi,7.0,,,,
25,12,Edo,72.0,3.0,,,1.0
25,12,Ekiti,4.0,,,,
25,12,Enugu,1.0,,,,
25,12,FCT,2.0,,,,
25,12,Gombe,5.0,1.0,,,
25,12,Kaduna,1.0,,,,
25,12,Kwara,2.0,,,,
25,12,Lagos,1.0,,,,
25,12,Nasarawa,5.0,,,,
25,12,Niger,1.0,,,,
25,12,Ogun,2.0,1.0,,,1.0
25,12,Ondo,52.0,7.0,,,1.0
25,12,Oyo,1.0,,,,
25,12,Plateau,11.0,3.0,1.0,,1.0
25,12,Taraba,19.0,7.0,,,1.0
25,12,Total,242.0,41.0,1.0,1.0,6.0
25,11,Abia,1.0,,,,
25,11,Anambra,1.0,,,,
25,11,Bauchi,41.0,8.0,,,1.0
25,11,Cross River,10.0,,,,
25,11,Ebonyi,10.0,2.0,,1.0,1.0
25,11,Edo,56.0,4.0,,,
25,11,Ekiti,1.0,,,,
25,11,Enugu,4.0,2.0,,,1.0
25,11,FCT,2.0,1.0,,1.0,
25,11,Gombe,2.0,,,,
25,11,Kaduna,7.0,3.0,,,2.0
25,11,Katsina,1.0,,,,
25,11,Kogi,1.0,,,,
25,11,Kwara,1.0,,,,
25,11,Lagos,1.0,,,,
25,11,Nasarawa,4.0,1.0,,,
25,11,Ogun,3.0,,,,
25,11,Ondo,84.0,7.0,,,1.0
25,11,Oyo,5.0,,,,
25,11,Plateau,1.0,,,,
25,11,Taraba,25.0,12.0,,,4.0
25,11,Total,262.0,40.0,,2.0,10.0
25,11,Yobe,1.0,,,,
25,10,Abia,2.0,,,,
25,10,Anambra,2.0,1.0,,,
25,10,Bauchi,53.0,11.0,,,1.0
25,10,Benue,1.0,,1.0,,
25,10,Borno,2.0,,,,
25,10,Delta,1.0,1.0,,,1.0
25,10,Ebonyi,10.0,,,,
25,10,Edo,89.0,5.0,,,
25,10,Enugu,1.0,,,,
25,10,Gombe,6.0,,,,
25,10,Kano,3.0,,,,
25,10,Kogi,3.0,1.0,,,
25,10,Nasarawa,4.0,,,,
25,10,Ondo,47.0,7.0,,,
25,10,Oyo,1.0,,,,
25,10,Plateau,3.0,1.0,,,1.0
25,10,Taraba,3.0,1.0,,,
25,10,Total,232.0,28.0,1.0,,3.0
25,10,Yobe,1.0,,,,
25,9,Bauchi,48.0,6.0,,,
25,9,Cross River,9.0,1.0,,,
25,9,Ebonyi,4.0,2.0,,,1.0
25,9,Edo,69.0,5.0,,,1.0
25,9,Ekiti,2.0,,,,
25,9,Enugu,2.0,1.0,,,
25,9,Gombe,4.0,,,,
25,9,Imo,1.0,,,,
25,9,Jigawa,1.0,,,,
25,9,Kano,1.0,,,,
25,9,Kogi,1.0,,,,
25,9,Lagos,1.0,,,,
25,9,Nasarawa,2.0,1.0,,,1.0
25,9,Ondo,62.0,8.0,,,
25,9,Oyo,1.0,,,,
25,9,Plateau,4.0,2.0,,,1.0
25,9,Taraba,23.0,3.0,,1.0,1.0
25,9,Total,236.0,29.0,,1.0,5.0
25,9,Yobe,1.0,,,,
25,8,Abia,1.0,,,,
25,8,Akwa Ibom,1.0,,,,
25,8,Bauchi,76.0,22.0,,1.0,1.0
25,8,Benue,4.0,2.0,,,2.0
25,8,Borno,1.0,,,,
25,8,Cross River,2.0,,,,
25,8,Delta,3.0,,,,
25,8,Ebonyi,9.0,2.0,,,
25,8,Edo,109.0,8.0,,,1.0
25,8,Ekiti,1.0,,,,
25,8,Enugu,1.0,,,,
25,8,FCT,1.0,,,,
25,8,Gombe,3.0,,,,
25,8,Kogi,5.0,1.0,,,
25,8,Nasarawa,4.0,,,,
25,8,Ondo,80.0,10.0,,,
25,8,Plateau,3.0,2.0,,,
25,8,Taraba,10.0,7.0,,,2.0
25,8,Total,314.0,54.0,,1.0,6.0
25,7,Adamawa,2.0,,,,
25,7,Anambra,1.0,,,,
25,7,Bauchi,76.0,14.0,,,2.0
25,7,Bayelsa,1.0,,,,
25,7,Cross River,3.0,1.0,,,1.0
25,7,Delta,1.0,,,,
25,7,Ebonyi,7.0,,,,
25,7,Edo,73.0,4.0,,,1.0
25,7,Enugu,1.0,,,,
25,7,FCT,1.0,,,,
25,7,Gombe,3.0,,,,
25,7,Kaduna,2.0,,,,
25,7,Kano,1.0,,,,
25,7,Kogi,4.0,1.0,,,
25,7,Nasarawa,6.0,,,,
25,7,Niger,1.0,,,,
25,7,Ondo,48.0,8.0,,,1.0
25,7,Oyo,2.0,,,,
25,7,Plateau,9.0,2.0,,,1.0
25,7,Taraba,25.0,8.0,,,3.0
25,7,Total,267.0,38.0,,,9.0
25,6,Adamawa,1.0,,,,
25,6,Bauchi,62.0,23.0,1.0,3.0,1.0
25,6,Benue,5.0,3.0,3.0,,1.0
25,6,Borno,1.0,,,,
25,6,Delta,4.0,,,,
25,6,Ebonyi,5.0,1.0,,,1.0
25,6,Edo,122.0,5.0,,,1.0
25,6,Ekiti,3.0,,,,
25,6,Enugu,1.0,,,,
25,6,Gombe,7.0,3.0,,1.0,1.0
25,6,Kaduna,3.0,,,,
25,6,Kogi,20.0,2.0,,,
25,6,Lagos,5.0,,,,
25,6,Ondo,97.0,9.0,,,3.0
